"council","fmp","type","category","comm_name","species_orig","species","family"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Great barracuda","Sphyraena barracuda","Sphyraena barracuda","Sphyraenidae (Barracuda)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Green snails","Turbo spp.","Turbo spp.","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Wrasses
(Those species not listed as chcrt)","Labridae","Labridae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sharks
(Those species not listed as chcrt)","Carcharhinidae, Sphyrnidae","Carcharhinidae, Sphyrnidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rays and skates","Dasyatididae, Myliobatidae","Dasyatididae, Myliobatidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Batfishes","Ephippidae","Ephippidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sweetlips","Haemulidae","Haemulidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Remoras","Echeneidae","Echeneidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Tilefishes","Malacanthidae","Malacanthidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Dottybacks","Pseudochromidae","Pseudochromidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Prettyfins","Plesiopidae","Plesiopidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Coral crouchers","Caracanthidae","Caracanthidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Flashlightfishes","Anomalopidae","Anomalopidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Groupers
(Those species not listed as chcrt or bmus)","Serrandiae","Serrandiae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Jacks and scads
(Those species not listed as chcrt or bmus)","Carangidae","Carangidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Soldierfishes and squirrelfishes
(Those species not listed as chcrt)","Holocentridae","Holocentridae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Goatfishes
(Those species not listed as chcrt)","Mullidae","Mullidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Surgeonfishes
(Those species not listed as chcrt)","Acanthuridae","Acanthuridae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Herrings","Clupeidae","Clupeidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Anchovies","Engraulidae","Engraulidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Gobies","Gobiidae","Gobiidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Snappers
(Those species not listed as chcrt or bmus)","Lutjanidae","Lutjanidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trigger fishes
(Those species not listed as chcrt)","Balistidae","Balistidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rabbitfishes
(Those species not listed as chcrt)","Siganidae","Siganidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rudderfishes
(Those species not listed as chcrt)","Kyphosidae","Kyphosidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Fusiliers","Caesionidae","Caesionidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Emperors
(Those species not listed as chcrt or bmus)","Lethrinidae","Lethrinidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Eels
(Those species not listed as chcrt)","Muraenidae, Chlopsidae, Congridae, Moringuidae, Ophichthidae","Muraenidae, Chlopsidae, Congridae, Moringuidae, Ophichthidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Cardinalfishes","Apogonidae","Apogonidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Moorish idols","Zanclidae","Zanclidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Butterfly fishes","Chaetodontidae","Chaetodontidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Angelfishes","Pomacanthidae","Pomacanthidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Damselfishes","Pomacentridae","Pomacentridae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Scorpionfishes","Scorpaenidae","Scorpaenidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Blennies","Blenniidae","Blenniidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Barracudas
(Those species not listed as chcrt)","Sphyraenidae","Sphyraenidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hawkfishes
(Those species not listed as chcrt)","Cirrhitidae","Cirrhitidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Frogfishes","Antennariidae","Antennariidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Pipefishes and seahorses","Syngnathidae","Syngnathidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sandperches","Pinguipedidae","Pinguipedidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Dog tooth tuna","Gymnosarda unicolor","Gymnosarda unicolor","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trumpetfish","Aulostomus chinensis","Aulostomus chinensis","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Cornetfish","Fistularia commersoni","Fistularia commersonii","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Puffer fishes and porcupine fishes","Tetradontidae","Tetradontidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Flounders and soles","Bothidae, Soleidae","Bothidae, Soleidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trunkfishes","Ostraciidae","Ostraciidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea cucumbers and sea urchins","Echinoderms","Echinoderms","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Blue corals","Heliopora","Heliopora","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Organpipe corals","Tubipora","Tubipora","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Ahermatypic corals","Azooxanthellates","Azooxanthellates","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Mushroom corals","Fungiidae","Fungiidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Small and large coral polyps","Fungiidae","Fungiidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Fire corals","Millepora","Millepora","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Soft corals and gorgonians","Millepora","Millepora","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Anemones","Actinaria","Actinaria","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Soft zoanthid corals","Zoanthinaria","Zoanthinaria","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","(Those species not listed as chcrt)","Mollusca","Mollusca","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea snails","Gastropoda","Gastropoda","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trochus spp.","Trochus spp.","Trochus spp.","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea slugs","Opistobranchs","Opistobranchs","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Black lipped pearl oyster","Pinctada margaritifera","Pinctada margaritifera","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Giant clam","Tridacnidae","Tridacnidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Other clams","Other bivalves","Other bivalves","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Lobsters, shrimps/mantis shrimps, true crabs and hermit crabs (those species not listed as crustacean
Mus)","Crustaceans","Crustaceans","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea squirts","Tunicates","Tunicates","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sponges","Porifera","Porifera","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Lace corals","Stylasteridae","Stylasteridae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hydroid corals","Solanderidae","Solanderidae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Segmented worms
(Those species not listed as chcrt)","Annelids","Annelids","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Seaweed","Algae","Algae","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the American Samoa Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Live rock","Live rock","Live rock","Turbinidae (turban shells/green snails)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Silver jaw jobfish","Aphareus rutilans","Aphareus rutilans",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Gray jobfish","Aprion virescens","Aprion virescens",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Giant trevally","Caranx ignobilis","Caranx ignobilis",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Black jack","Caranx lugubris","Caranx lugubris",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Sea bass","Etelis quernus","Hyporthodus quernus",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Red snapper","Etelis carbunculus","Etelis carbunculus",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Longtail snapper","Etelis coruscans","Etelis coruscans",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Blue stripe snapper","Lutjanus kasmira","Lutjanus kasmira",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Yellowtail snapper","Pristipomoides auricilla","Pristipomoides auricilla",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Pink snapper","Pristipomoides filamentosus","Pristipomoides filamentosus",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Pink snapper","Pristipomoides seiboldii","Pristipomoides sieboldii",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Snapper","Pristipomoides zonatus","Pristipomoides zonatus",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Thicklip trevally","Pseudocaranx dentex","Pseudocaranx dentex",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Amberjack","Seriola dumerili","Seriola dumerili",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Raftfish","Hyperoglyphe japonica","Hyperoglyphe japonica",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Alfonsin","Beryx splendens","Beryx splendens",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Bottomfish MUs","Armorhead","Pseudopentaceros wheeleri","Pentaceros wheeleri",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Crustacean MUs","Spiny lobster","Panulirus marginatus","Panulirus marginatus",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Crustacean MUs","Spiny lobster","Panulirus penicillatus","Panulirus penicillatus",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Crustacean MUs","Slipper lobster","Scyllaridae","Scyllaridae",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Crustacean MUs","Kona crab","Ranina ranina","Ranina ranina",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Crustacean MUs","Deepwater shrimp","Heterocarpus spp.","Heterocarpus spp.",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Pink coral
(Also called red coral)","Corallium secundum","Corallium secundum",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Pink coral
(Also called red coral)","Corallium regale","Hemicorallium regale",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Pink coral
(Also called red coral)","Corallium laauense","Hemicorallium laauense",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Gold coral","Gerardia spp.","Gerardia spp.",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Gold coral","Narella spp.","Narella spp.",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Bamboo coral","Lepidisis olapa","Lepidisis olapa",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Black coral","Antipathes dichotoma","Antipathes dichotoma",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Black coral","Antipathes grandis","Antipathes grandis",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Precious Corals MUs","Black coral","Antipathes ulex","Myriopathes ulex",NA
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Orange-spot surgeonfish","Acanthurus olivaceus","Acanthurus olivaceus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowfin surgeonfish","Acanthurus xanthopterus","Acanthurus xanthopterus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Convict tang","Acanthurus triostegus","Acanthurus triostegus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Eye-striped surgeonfish","Acanthurus dussumieri","Acanthurus dussumieri","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blue-lined surgeon","Acanthurus nigroris","Acanthurus nigroris","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitebar surgeonfish","Acanthurus leucopareius","Acanthurus leucopareius","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitecheek surgeonfish","Acanthurus nigricans","Acanthurus nigricans","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","White-spotted
Surgeonfish","Acanthurus guttatus","Acanthurus guttatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Ringtail surgeonfish","Acanthurus blochii","Acanthurus blochii","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Brown surgeonfish","Acanthurus nigrofuscus","Acanthurus nigrofuscus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellow-eyed surgeonfish","Ctenochaetus strigosus","Ctenochaetus strigosus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Striped bristletooth","Ctenochaetus striatus","Ctenochaetus striatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bluespine unicornfish","Naso unicornus","Naso unicornis","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Orangespine unicornfish","Naso lituratus","Naso lituratus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Black tongue
Unicornfish","Naso hexacanthus","Naso hexacanthus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitemargin unicornfish","Naso annulatus","Naso annulatus","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Spotted unicornfish","Naso brevirostris","Naso brevirostris","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Gray unicornfish","Naso caesius","Naso caesius","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellow tang","Zebrasoma flavescens","Zebrasoma flavescens","Acanthuridae (Surgeonfishes)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Pinktail triggerfish","Melichthys vidua","Melichthys vidua","Balistidae (Triggerfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Black triggerfish","Melichthys niger","Melichthys niger","Balistidae (Triggerfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Picassofish","Rhinecanthus aculeatus","Rhinecanthus aculeatus","Balistidae (Triggerfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bridled triggerfish","Sufflamen fraenatum","Sufflamen fraenatum","Balistidae (Triggerfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bigeye scad","Selar crumenophthalmus","Selar crumenophthalmus","Carangidae (Jacks)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Mackerel scad","Decapterus macarellus","Decapterus macarellus","Carangidae (Jacks)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Grey reef shark","Carcharhinus amblyrhynchos","Carcharhinus amblyrhynchos","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Galapagos shark","Carcharhinus galapagensis","Carcharhinus galapagensis","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Blacktip reef shark","Carcharhinus melanopterus","Carcharhinus melanopterus","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Whitetip reef shark","Triaenodon obesus","Triaenodon obesus","Carcharhinidae (Sharks)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Bigscale soldierfish","Myripristis berndti","Myripristis berndti","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Brick soldierfish","Myripristis amaena","Myripristis amaena","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Yellowfin soldierfish","Myripristis chryseres","Myripristis chryseres","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","Pearly soldierfish","Myripristis kuntee","Myripristis kuntee","Holocentridae (Solderfish/Squirrelfish)"
"WPFMC","Fishery Ecosystem Plan for the Hawaii Archipelago","Target","Coral Reef Ecosystem MUs, currently harvested","File-lined squirrelfish","Sargocentron microstoma","Sargocentron microstoma","Holocentridae (Solderfish/Squirrelfish)"
