0,Species,genus,devPA,devBiom,Region,RCP,Uncert.,Shift,sd_shift,%Hab.,sd_hab
612,haemulon,aurolineatum,0.42,0.93,SEUS,85,low,319.7,153,8641.7,7551.5
613,haemulon,aurolineatum,0.42,0.93,GMEX,26,medium,17.6,15.6,59.3,51.4
614,haemulon,aurolineatum,0.42,0.93,GMEX,85,low,57.3,22.4,366.5,174.3
615,haemulon,plumierii,0.47,0.96,SEUS,26,medium,81.8,95.7,380.2,500.4
616,haemulon,plumierii,0.47,0.96,SEUS,85,low,365.7,184.3,9806.2,9282.3
617,haemulon,plumierii,0.47,0.96,GMEX,26,medium,19.3,20.1,66.1,67.7
618,haemulon,plumierii,0.47,0.96,GMEX,85,medium,39.6,32.9,208.2,207.4
619,halichondria,panicea,0.15,0.83,EBS,26,medium,108,109.1,-29.9,30.4
620,halichondria,panicea,0.15,0.83,EBS,85,high,209.1,250.4,-93.1,9.6
621,halichondria,sitiens,0.39,0.9,EBS,26,medium,244.6,140.8,33.1,371
622,halichondria,sitiens,0.39,0.9,EBS,85,medium,453.8,213.6,-99.9,0.2
623,halieutichthys,aculeatus,0.49,0.95,SEUS,26,medium,20.4,14.2,105.2,81.7
624,halieutichthys,aculeatus,0.49,0.95,SEUS,85,medium,55.7,20.5,436,361.3
625,halieutichthys,aculeatus,0.49,0.95,GMEX,26,medium,33.9,33,-5.4,9.2
626,halieutichthys,aculeatus,0.49,0.95,GMEX,85,low,112.3,63.8,-50.2,19.8
627,halocynthia,aurantium,0.22,0.94,EBS,26,low,95.3,86.4,-44.3,40.9
628,halocynthia,aurantium,0.22,0.94,EBS,85,low,225.4,79.4,-92.6,17.8
629,harengula,jaguana,0.39,0.97,SEUS,26,medium,57.8,63.6,144.6,142.1
630,harengula,jaguana,0.39,0.97,SEUS,85,low,130.8,74.4,1571.9,1280.3
631,harengula,jaguana,0.39,0.97,GMEX,26,medium,24.9,24.2,36.1,31.5
632,harengula,jaguana,0.39,0.97,GMEX,85,medium,64.1,43.6,164.5,116
633,helicolenus,dactylopterus,0.43,0.68,NEUS,26,low,186.3,148.6,34.5,32.5
634,helicolenus,dactylopterus,0.43,0.68,NEUS,85,low,714.1,233.8,111.8,93.8
635,helicolenus,dactylopterus,0.43,0.68,GMEX,26,medium,72.7,52.5,-48.4,15.9
636,helicolenus,dactylopterus,0.43,0.68,GMEX,85,high,98.5,47.7,-84.9,8.7
637,hemicaranx,amblyrhynchus,0.34,0.96,SEUS,26,medium,11.7,9.3,29,21.9
638,hemicaranx,amblyrhynchus,0.34,0.96,SEUS,85,high,53.3,66.1,246.6,131.7
639,hemicaranx,amblyrhynchus,0.34,0.96,GMEX,26,medium,30.2,16.3,29.6,23.7
640,hemicaranx,amblyrhynchus,0.34,0.96,GMEX,85,medium,73.7,55.2,264.5,137.5
641,hemilepidotus,jordani,0.29,0.92,EBS,26,low,65,46.4,-35,53.4
642,hemilepidotus,jordani,0.29,0.92,EBS,85,low,180.1,53.1,-97,5.3
643,hemilepidotus,papilio,0.51,0.96,EBS,26,low,24.2,11.1,-46.8,48.3
644,hemilepidotus,papilio,0.51,0.96,EBS,85,low,95.8,50.1,-98.5,3.2
645,hemitripterus,americanus,0.32,0.89,East_canada,26,low,107.2,70.4,-4.4,7.7
646,hemitripterus,americanus,0.32,0.89,East_canada,85,low,445,165.3,-41.3,13.8
647,hemitripterus,bolini,0.24,0.88,EBS,26,low,52.9,34.5,-27.5,40.2
648,hemitripterus,bolini,0.24,0.88,EBS,85,low,142.1,35.5,-93.1,11.5
649,henricia,leviuscula,0.14,0.8,EBS,26,high,91.9,185,-29,43.4
650,henricia,leviuscula,0.14,0.8,EBS,85,high,2676.4,2288.4,758.2,2263.6
651,hepatus,epheliticus,0.32,0.97,SEUS,26,high,28.5,40.7,-4.6,8.1
652,hepatus,epheliticus,0.32,0.97,SEUS,85,high,183.5,212.7,3.9,25.9
653,hepatus,epheliticus,0.32,0.97,GMEX,26,medium,23.9,28,-7.2,12.5
654,hepatus,epheliticus,0.32,0.97,GMEX,85,medium,79.1,64.8,-7.5,30.9
655,heterozonias,alternatus,0.61,0.95,GOA,26,high,298.9,289.5,-4.8,13.4
656,heterozonias,alternatus,0.61,0.95,GOA,85,high,1388.8,273.8,32.2,37.3
657,hexagrammos,decagrammus,0.18,0.12,EBS,26,low,27.4,16,1.9,6.1
658,hexagrammos,decagrammus,0.18,0.12,EBS,85,low,100.6,43,6.8,9.7
659,hexagrammos,stelleri,0.4,0.91,EBS,26,high,72.5,56,2.2,49.5
660,hexagrammos,stelleri,0.4,0.91,EBS,85,medium,135.2,77.2,-73.2,39.8
661,hippasteria,californica,0.4,0.93,GOA,26,low,385.8,324.3,16.4,22.6
662,hippasteria,californica,0.4,0.93,GOA,85,low,1394.1,291.5,104.7,49.9
663,hippocampus,erectus,0.23,0.96,SEUS,26,low,7.5,5.8,55.3,42.8
664,hippocampus,erectus,0.23,0.96,SEUS,85,medium,18.6,13.9,609.9,260.8
665,hippocampus,erectus,0.23,0.96,GMEX,26,low,8.6,6.7,38.2,32
666,hippocampus,erectus,0.23,0.96,GMEX,85,low,17.7,9.4,432,186.8
667,hippoglossina,oblonga,0.42,0.81,NEUS,26,low,50.2,39.4,27.3,27.7
668,hippoglossina,oblonga,0.42,0.81,NEUS,85,medium,307.6,271.9,69.5,50.2
669,hippoglossoides,elassodon,0.34,0.71,GOA,26,medium,166.6,154.8,16,33.4
670,hippoglossoides,elassodon,0.34,0.71,GOA,85,low,708.2,352.4,12.8,46
671,hippoglossoides,platessoides,0.6,0.84,East_canada,26,low,88.3,57.4,-4.3,13.8
672,hippoglossoides,platessoides,0.6,0.84,East_canada,85,medium,334.4,182.8,-23,29.9
673,hippoglossus,hippoglossus,0.29,0.94,East_canada,26,low,122.1,69.3,5.5,11.6
674,hippoglossus,hippoglossus,0.29,0.94,East_canada,85,medium,440.9,262.1,-18.6,27.3
675,hippoglossus,stenolepis,0.33,0.28,EBS,26,low,81,50.8,7.3,5.4
676,hippoglossus,stenolepis,0.33,0.28,EBS,85,low,277.1,57.9,8.8,12.2
677,histioteuthis,heteropsis,0.3,0.87,West_USA,26,medium,217,205.5,8.9,14.6
678,histioteuthis,heteropsis,0.3,0.87,West_USA,85,low,1161.6,388.3,50.6,38.7
679,homarus,americanus,0.3,0.83,NEUS,26,low,60.4,45,7.9,23.3
680,homarus,americanus,0.3,0.83,NEUS,85,medium,310,222.5,3.4,42.4
681,homaxinella,amphispicula,0.37,0.96,EBS,26,high,105.1,132.1,-44.4,48.3
682,homaxinella,amphispicula,0.37,0.96,EBS,85,medium,168.5,106.3,-97.9,4.4
683,hoplunnis,macrura,0.34,0.89,GMEX,26,low,0.5,0.4,1,36.3
684,hoplunnis,macrura,0.34,0.89,GMEX,85,low,1.5,1.7,-75.3,24.4
685,hyas,araneus,0.37,0.82,East_canada,26,high,305.3,302.4,272.8,800.3
686,hyas,araneus,0.37,0.82,East_canada,85,high,528.9,405.2,-60,47.3
687,hyas,coarctatus,0.39,0.82,East_canada,26,medium,282.7,269,235.1,706.4
688,hyas,coarctatus,0.39,0.82,East_canada,85,high,596.3,431.6,-48.6,68.1
689,hyas,coarctatus,0.54,0.95,EBS,26,medium,77.9,52.2,-36.6,65.5
690,hyas,coarctatus,0.54,0.95,EBS,85,low,163.1,80.7,-98.6,3
691,hyas,lyratus,0.24,0.21,EBS,26,low,57.4,35.8,6.7,7.9
692,hyas,lyratus,0.24,0.21,EBS,85,medium,145.3,89.1,32.6,18
693,hydrolagus,colliei,0.53,0.96,GOA,26,low,290.7,191,24.3,19.9
694,hydrolagus,colliei,0.53,0.96,GOA,85,low,1239.3,286.1,128.2,90.1
695,icelinus,filamentosus,0.34,0.97,GOA,26,low,284.2,195.4,20.8,27.8
696,icelinus,filamentosus,0.34,0.97,GOA,85,low,1304.2,360.9,88,59.7
697,icelus,spatula,0.56,0.91,East_canada,26,low,116.4,78.4,-34.2,36.7
698,icelus,spatula,0.56,0.91,East_canada,85,medium,245.1,112.4,-79.7,34.8
699,icelus,spatula,0.26,0.96,EBS,26,medium,70.1,56.9,-37.3,68.7
700,icelus,spatula,0.26,0.96,EBS,85,medium,116.2,73.3,-98.8,2.5
701,icelus,spiniger,0.46,0.94,EBS,26,medium,59.2,51.5,-40.7,46.9
702,icelus,spiniger,0.46,0.94,EBS,85,low,131.5,33.7,-95.5,11.1
703,illex,illecebrosus,0.37,0.72,NEUS,26,low,73.3,42,42.8,39.6
704,illex,illecebrosus,0.37,0.72,NEUS,85,medium,286.7,192.7,224.8,87
705,isopsetta,isolepis,0.3,0.18,GOA,26,low,261.9,202.1,48.7,52.6
706,isopsetta,isolepis,0.3,0.18,GOA,85,low,796.4,250.2,356.7,208.2
707,kathetostoma,albigutta,0.44,0.91,SEUS,26,medium,70.9,76.6,192.6,145.8
708,kathetostoma,albigutta,0.44,0.91,SEUS,85,low,296.3,126.9,1308.7,1241.7
709,kathetostoma,albigutta,0.44,0.91,GMEX,26,medium,52.7,38.8,27.2,36.4
710,kathetostoma,albigutta,0.44,0.91,GMEX,85,medium,80.1,79.3,15.5,118.8
711,labidochirus,splendescens,0.35,0.94,EBS,26,medium,60.2,35.3,-35.4,53.5
712,labidochirus,splendescens,0.35,0.94,EBS,85,low,147.9,47.7,-96.1,7.3
713,lagocephalus,laevigatus,0.38,0.96,SEUS,26,low,11.8,8.4,19.6,18.9
714,lagocephalus,laevigatus,0.38,0.96,SEUS,85,low,51,25.2,76.6,34.9
715,lagocephalus,laevigatus,0.38,0.96,GMEX,26,low,12.9,8.9,10.2,9.3
716,lagocephalus,laevigatus,0.38,0.96,GMEX,85,medium,33.8,16.9,60.3,29
717,lagodon,rhomboides,0.44,0.95,SEUS,26,medium,17.3,21.3,-0.9,16.8
718,lagodon,rhomboides,0.44,0.95,SEUS,85,medium,219.6,181.1,-37.4,13.1
719,lagodon,rhomboides,0.44,0.95,GMEX,26,medium,22.7,28.3,3.3,9.8
720,lagodon,rhomboides,0.44,0.95,GMEX,85,medium,54.9,53.3,55.1,34
721,laqueus,californianus,0.24,0.74,EBS,26,low,54.3,43.2,-14.8,59.4
722,laqueus,californianus,0.24,0.74,EBS,85,low,177.7,69.1,-83.1,34.9
723,larimus,fasciatus,0.45,0.95,SEUS,26,low,22.1,15.2,-10.6,12.3
724,larimus,fasciatus,0.45,0.95,SEUS,85,medium,265.5,226.6,-1.5,43.1
725,larimus,fasciatus,0.45,0.95,GMEX,26,low,36.9,21.3,8,11
726,larimus,fasciatus,0.45,0.95,GMEX,85,low,76.6,27.1,65.8,43.3
727,lebbeus,groenlandicus,0.39,85,East_canada,26,medium,125.3,93,-24.4,20.1
728,lebbeus,groenlandicus,0.39,85,East_canada,85,medium,231.2,155.6,-76.2,25.9
729,lebbeus,polaris,0.47,85,East_canada,26,low,153.9,95.9,-13,21
730,lebbeus,polaris,0.47,85,East_canada,85,low,318.5,133.9,-66.8,30.8
731,leiolambrus,nitidus,0.31,0.92,GMEX,26,medium,47.4,42.8,100.8,127.8
732,leiolambrus,nitidus,0.31,0.92,GMEX,85,low,176,114.1,299.8,353.9
733,leiostomus,xanthurus,0.48,0.94,SEUS,26,low,22,18.1,-6.8,8.1
734,leiostomus,xanthurus,0.48,0.94,SEUS,85,medium,278.9,250.4,26.5,54.5
735,leiostomus,xanthurus,0.48,0.94,GMEX,26,low,16.9,8.7,7.3,7.8
736,leiostomus,xanthurus,0.48,0.94,GMEX,85,low,31.1,16,34.8,21.6
737,lepophidium,brevibarbe,0.43,0.9,GMEX,26,low,0.6,0.5,11.6,53.7
738,lepophidium,brevibarbe,0.43,0.9,GMEX,85,low,1.7,2.2,-80.3,23.8
739,lepophidium,jeannae,0.37,0.89,SEUS,26,high,52.3,85.8,276.5,347.1
740,lepophidium,jeannae,0.37,0.89,SEUS,85,low,368,174.7,2674.3,2790.6
741,lepophidium,jeannae,0.37,0.89,GMEX,26,medium,49.3,56.3,16.2,34.4
742,lepophidium,jeannae,0.37,0.89,GMEX,85,medium,157,128,-40.2,59.5
743,lepophidium,profundorum,0.36,0.69,NEUS,26,low,76.3,63.4,17.9,30.7
744,lepophidium,profundorum,0.36,0.69,NEUS,85,medium,500.1,291.4,46.6,69.8
745,leptagonus,decagonus,0.58,0.93,East_canada,26,low,153.7,99.9,-18.6,18.2
746,leptagonus,decagonus,0.58,0.93,East_canada,85,low,424.9,151.5,-60.7,29
747,leptasterias,arctica,0.39,0.95,EBS,26,medium,85.3,69.9,-21.5,105.5
748,leptasterias,arctica,0.39,0.95,EBS,85,low,148.7,84.3,-99.4,1.4
749,leptasterias,polaris,0.33,85,East_canada,26,medium,186.6,170.2,-17.1,32.9
750,leptasterias,polaris,0.33,85,East_canada,85,medium,639.6,475.7,-74,33.7
751,leptasterias,polaris,0.55,0.97,EBS,26,low,36.3,20.8,-43.3,46
752,leptasterias,polaris,0.55,0.97,EBS,85,low,85,39.3,-97,5.6
753,leptoclinus,maculatus,0.51,0.88,East_canada,26,low,123.9,82.8,-16.8,21.6
754,leptoclinus,maculatus,0.51,0.88,East_canada,85,low,280,116.1,-70.7,27.6
755,leptoclinus,maculatus,0.24,0.93,EBS,26,low,46.9,27.4,-34.3,37.4
756,leptoclinus,maculatus,0.24,0.93,EBS,85,low,128.4,33.7,-92.6,11.8
757,lethasterias,nanimensis,0.19,0.9,EBS,26,low,59.9,39.5,-39.7,38.9
758,lethasterias,nanimensis,0.19,0.9,EBS,85,low,184.3,57.5,-94.3,11.5
759,leucoraja,erinacea,0.54,0.88,East_canada,26,high,272.6,194.6,-32.5,32.9
760,leucoraja,erinacea,0.54,0.88,East_canada,85,high,765.2,556.9,-77.3,17.6
761,leucoraja,garmani,0.41,0.8,NEUS,26,medium,168.5,164.9,23,58.9
762,leucoraja,garmani,0.41,0.8,NEUS,85,low,647.6,235.5,704.6,376
763,leucoraja,garmani,0.41,0.8,GMEX,26,high,73.1,75.9,-60.5,25.6
764,leucoraja,garmani,0.41,0.8,GMEX,85,medium,115.3,122.2,-99.3,0.6
765,leucoraja,ocellata,0.4,0.84,NEUS,26,low,118.7,104.9,-16.6,16
766,leucoraja,ocellata,0.4,0.84,NEUS,85,medium,455.8,270.1,-64.4,28.4
767,leuroglossus,schmidti,0.35,0.84,West_USA,26,low,208.5,153.6,21.1,18.6
768,leuroglossus,schmidti,0.35,0.84,West_USA,85,low,805.7,223.2,75,30.9
769,libinia,emarginata,0.32,0.9,SEUS,26,high,12.8,26.1,434.6,505.3
770,libinia,emarginata,0.32,0.9,SEUS,85,medium,50.3,37.9,11514.1,7792.4
771,libinia,emarginata,0.32,0.9,GMEX,26,high,38.2,40.8,197.5,222.4
772,libinia,emarginata,0.32,0.9,GMEX,85,high,54.7,56.5,4951.6,5014.9
773,limanda,aspera,0.76,0.96,EBS,26,medium,69.3,58.3,103.3,375.8
774,limanda,aspera,0.76,0.96,EBS,85,medium,133.7,66.2,-97.7,3.3
775,limanda,ferruginea,0.4,0.84,East_canada,26,low,209,131.7,-0.3,17.1
776,limanda,ferruginea,0.4,0.84,East_canada,85,medium,710.1,284.2,-42.4,36.5
777,limanda,proboscidea,0.66,0.96,EBS,26,medium,54.2,64.7,-15.9,49.2
778,limanda,proboscidea,0.66,0.96,EBS,85,high,208,209.4,-94.3,6.6
779,limanda,sakhalinensis,0.53,0.97,EBS,26,low,19.9,18.4,-34.1,31.8
780,limanda,sakhalinensis,0.53,0.97,EBS,85,medium,71.2,68.7,-90.8,14.4
781,limulus,polyphemus,0.42,0.9,SEUS,26,high,21.9,12,4.4,13.9
782,limulus,polyphemus,0.42,0.9,SEUS,85,medium,85.7,69.7,134.7,92.5
783,limulus,polyphemus,0.42,0.9,GMEX,26,low,28.5,20.9,53,43.6
784,limulus,polyphemus,0.42,0.9,GMEX,85,high,43.1,18.8,506.5,266.7
785,liparis,atlanticus,0.13,0.69,NEUS,26,high,150.8,151.8,34.5,37.7
786,liparis,atlanticus,0.13,0.69,NEUS,85,medium,347.4,211.9,171.5,92.4
787,liparis,gibbus,0.41,0.95,EBS,26,high,30.6,17.5,-43.5,64.8
788,liparis,gibbus,0.41,0.95,EBS,85,high,203.6,353,-99.6,1.2
789,liponema,brevicorne,0.32,0.27,GOA,26,low,172.2,126.7,6.7,13.3
790,liponema,brevicorne,0.32,0.27,GOA,85,low,706.5,261.5,47.6,38.7
791,lithodes,aequispinus,0.46,0.92,EBS,26,medium,138.3,99.7,-45.9,40.9
792,lithodes,aequispinus,0.46,0.92,EBS,85,low,262.7,112.7,-96.7,7.8
793,lithodes,couesi,0.44,0.81,West_USA,26,medium,173.9,189.6,21.2,45.4
794,lithodes,couesi,0.44,0.81,West_USA,85,medium,673.4,423.7,554.6,338.2
795,lithodes,maja,0.29,0.88,East_canada,26,high,108.6,100.5,13.5,34.8
796,lithodes,maja,0.29,0.88,East_canada,85,high,278.8,240.7,-40.4,51.6
797,litopenaeus,setiferus,0.47,0.95,SEUS,26,low,16.1,12.6,88.6,103.5
798,litopenaeus,setiferus,0.47,0.95,SEUS,85,medium,43,30.2,867.1,925.7
799,litopenaeus,setiferus,0.47,0.95,GMEX,26,medium,17.9,10.4,33.6,32.9
800,litopenaeus,setiferus,0.47,0.95,GMEX,85,low,42.3,25.8,217.9,162.4
801,loligo,pealeii,0.43,0.63,NEUS,26,medium,154.9,166.7,49.4,62
802,loligo,pealeii,0.43,0.63,NEUS,85,high,345.4,414.9,446.1,207.2
803,loligo,pealeii,0.43,0.63,GMEX,26,medium,104.2,106.8,-53.2,31.2
804,loligo,pealeii,0.43,0.63,GMEX,85,medium,285.8,229.9,-87.7,12.5
805,lolliguncula,brevis,0.56,0.96,SEUS,26,low,13.2,10.1,15.4,20.1
806,lolliguncula,brevis,0.56,0.96,SEUS,85,medium,182.9,159.7,30.7,46.3
807,lolliguncula,brevis,0.56,0.96,GMEX,26,medium,13.4,11.9,-12.3,10.5
808,lolliguncula,brevis,0.56,0.96,GMEX,85,low,53.5,41.2,-62.9,14.7
809,lophaster,furcilliger,0.22,0.84,GOA,26,medium,294.8,318.2,78,102.2
810,lophaster,furcilliger,0.22,0.84,GOA,85,medium,1034.9,673.6,553.9,220.7
811,lophius,americanus,0.3,0.53,East_canada,26,high,320.3,224.2,-4.2,29.4
812,lophius,americanus,0.3,0.53,East_canada,85,high,614.6,381.4,-21.2,46.9
813,lophius,americanus,0.3,0.53,GMEX,26,low,54.3,25.5,-41.8,20
814,lophius,americanus,0.3,0.53,GMEX,85,medium,79.1,63.3,-92,3.4
815,lopholithodes,foraminatus,0.2,0.89,West_USA,26,low,241.3,208.6,19.9,16.9
816,lopholithodes,foraminatus,0.2,0.89,West_USA,85,low,1357.5,404.8,55.6,43
817,luidia,clathrata,0.33,0.89,GMEX,26,medium,61.9,45.4,132.4,130.3
818,luidia,clathrata,0.33,0.89,GMEX,85,low,93.3,47.8,1036.6,618.4
819,luidia,foliolata,0.48,0.92,GOA,26,low,265,189.4,22.5,16.7
820,luidia,foliolata,0.48,0.92,GOA,85,low,1074.7,256.3,87.2,57
821,lumpenus,lampretaeformis,0.33,0.9,East_canada,26,low,87.4,42.5,-9.2,8.3
822,lumpenus,lampretaeformis,0.33,0.9,East_canada,85,low,253,88.7,-43,27.8
823,lumpenus,sagitta,0.2,85,EBS,26,medium,40.3,35.1,-9,28.8
824,lumpenus,sagitta,0.2,85,EBS,85,medium,110.3,108.4,-69.4,32.6
825,lutjanus,campechanus,0.56,0.97,SEUS,26,medium,74.5,75.3,95,85.2
826,lutjanus,campechanus,0.56,0.97,SEUS,85,medium,190,129.6,856.8,560.8
827,lutjanus,campechanus,0.56,0.97,GMEX,26,medium,16.2,21.1,7.9,8.5
828,lutjanus,campechanus,0.56,0.97,GMEX,85,medium,28.1,28.1,32.3,14.7
829,lutjanus,griseus,0.44,0.97,SEUS,26,high,83.4,164,889.2,1356.2
830,lutjanus,griseus,0.44,0.97,SEUS,85,low,463,234.3,96662.7,206810.4
831,lutjanus,griseus,0.44,0.97,GMEX,26,medium,37.6,36.7,70.3,79.5
832,lutjanus,griseus,0.44,0.97,GMEX,85,low,205.6,114,71.2,177.2
833,lutjanus,synagris,0.47,0.98,SEUS,26,medium,71.1,76,187.3,159
834,lutjanus,synagris,0.47,0.98,SEUS,85,low,418.2,135.8,5011,4890.9
835,lutjanus,synagris,0.47,0.98,GMEX,26,low,35,29.1,103.3,85.5
836,lutjanus,synagris,0.47,0.98,GMEX,85,low,105.9,39.5,998.9,478.2
837,lycenchelys,crotalinus,0.6,0.82,GOA,26,medium,162.2,145.9,-15.4,21.2
838,lycenchelys,crotalinus,0.6,0.82,GOA,85,high,775.3,452.5,97.1,175.5
839,lycodes,brevipes,0.4,0.36,EBS,26,low,131.8,81.6,-7.8,11
840,lycodes,brevipes,0.4,0.36,EBS,85,high,368.7,216.5,-21.3,36.8
841,lycodes,cortezianus,0.44,0.95,GOA,26,low,255.6,196.1,2.1,10.9
842,lycodes,cortezianus,0.44,0.95,GOA,85,low,1128.6,274.1,2.8,37.7
843,lycodes,diapterus,0.37,0.91,GOA,26,low,242.4,167,0.2,11.3
844,lycodes,diapterus,0.37,0.91,GOA,85,medium,1018.7,290.8,-23.8,39.4
845,lycodes,esmarkii,0.38,0.86,East_canada,26,low,113.8,73.6,-3.8,7.9
846,lycodes,esmarkii,0.38,0.86,East_canada,85,low,413.3,149.2,-43,29.2
847,lycodes,pacificus,0.39,0.95,West_USA,26,low,239,160.7,49.5,42.1
848,lycodes,pacificus,0.39,0.95,West_USA,85,low,1000.8,257.6,290.3,113.6
849,lycodes,palearis,0.4,0.16,EBS,26,low,28.5,23.7,-4.7,6.7
850,lycodes,palearis,0.4,0.16,EBS,85,medium,74.8,59.2,-7.2,19.7
851,lycodes,raridens,0.57,0.96,EBS,26,medium,25.4,12.5,-42.3,40.6
852,lycodes,raridens,0.57,0.96,EBS,85,low,111.9,79.1,-97.4,4.2
853,lycodes,reticulatus,0.55,0.86,East_canada,26,low,134.1,82.1,-20,26.6
854,lycodes,reticulatus,0.55,0.86,East_canada,85,low,284.2,126.2,-72.4,30.7
855,lycodes,vahlii,0.44,0.84,East_canada,26,medium,136.8,108.5,-0.1,21.5
856,lycodes,vahlii,0.44,0.84,East_canada,85,low,388,132.8,-37.5,45
857,lyopsetta,exilis,0.53,0.88,GOA,26,low,296.6,205.4,24.4,21.4
858,lyopsetta,exilis,0.53,0.88,GOA,85,high,958.3,329.8,126.8,57.3
859,macrourus,berglax,0.78,0.89,East_canada,26,medium,160,131.7,3.4,13.2
860,macrourus,berglax,0.78,0.89,East_canada,85,low,444.3,145.7,-15.4,41.8
861,mactromeris,polynyma,0.41,0.93,EBS,26,medium,46.8,35.4,-11.4,34.7
862,mactromeris,polynyma,0.41,0.93,EBS,85,low,195.3,82.7,-80.2,15
863,malacocottus,zonurus,0.45,0.78,EBS,26,medium,145.9,66.6,-51.2,42.7
864,malacocottus,zonurus,0.45,0.78,EBS,85,medium,303.5,179.8,-98.3,3.2
865,malacoraja,senta,0.32,85,East_canada,26,low,121.6,70.4,10.6,12.7
866,malacoraja,senta,0.32,85,East_canada,85,medium,464.6,249,2.9,27
867,malacosteus,niger,0.57,0.91,East_canada,26,medium,182.9,115.4,-1.3,19.5
868,malacosteus,niger,0.57,0.91,East_canada,85,low,352.9,161.1,5.2,40.8
869,mallotus,villosus,0.64,0.86,East_canada,26,low,154.2,107.8,-12.5,23
870,mallotus,villosus,0.64,0.86,East_canada,85,low,346,181.6,-63.2,36.5
871,mallotus,villosus,0.45,0.92,EBS,26,high,41.2,26.8,-25.8,32.2
872,mallotus,villosus,0.45,0.92,EBS,85,medium,102.6,56.8,-89.9,14.2
873,maurolicus,weitzmani,0.28,0.62,NEUS,26,high,214.5,219.7,90.8,114.1
874,maurolicus,weitzmani,0.28,0.62,NEUS,85,low,422.5,211.3,326.7,262.3
875,mediaster,aequalis,0.23,0.19,GOA,26,low,171.2,127.1,15.5,12.9
876,mediaster,aequalis,0.23,0.19,GOA,85,low,562.6,136.3,35.9,26.1
877,melanogrammus,aeglefinus,0.49,0.89,East_canada,26,low,131.9,91.2,3.4,10.1
878,melanogrammus,aeglefinus,0.49,0.89,East_canada,85,low,495.2,253.2,-26.7,36.7
879,melanostigma,atlanticum,0.3,0.8,NEUS,26,medium,136,134.6,2.7,30.1
880,melanostigma,atlanticum,0.3,0.8,NEUS,85,low,882.8,258.7,-26.6,46.8
881,menidia,menidia,0.48,0.7,East_canada,26,high,379,417.7,-32.4,44.4
882,menidia,menidia,0.48,0.7,East_canada,85,high,802,647.3,-81.9,21.1
883,menippe,mercenaria,0.37,0.93,SEUS,26,high,51.8,33.8,104.9,82.1
884,menippe,mercenaria,0.37,0.93,SEUS,85,medium,122.4,75.6,881.5,919.7
885,menippe,mercenaria,0.37,0.93,GMEX,26,medium,34.5,16.3,66.1,53.6
886,menippe,mercenaria,0.37,0.93,GMEX,85,medium,93.9,48,366.2,254.3
887,menticirrhus,americanus,0.55,0.92,SEUS,26,low,7.7,5,18.1,17.1
888,menticirrhus,americanus,0.55,0.92,SEUS,85,medium,67.4,72,56.8,43.9
889,menticirrhus,americanus,0.55,0.92,GMEX,26,low,16.2,8.2,-5.8,7.9
890,menticirrhus,americanus,0.55,0.92,GMEX,85,medium,34.2,21.5,-31.8,14.4
891,menticirrhus,littoralis,0.47,0.97,SEUS,26,low,7,5.9,37.3,26
892,menticirrhus,littoralis,0.47,0.97,SEUS,85,medium,57,69.5,197.9,78.1
893,menticirrhus,littoralis,0.47,0.97,GMEX,26,high,9.1,5.6,17,11.2
894,menticirrhus,littoralis,0.47,0.97,GMEX,85,medium,19.1,11.4,73.8,25.6
895,menticirrhus,saxatilis,0.33,0.7,SEUS,26,medium,33.4,34.9,-10.6,14.8
896,menticirrhus,saxatilis,0.33,0.7,SEUS,85,low,431.2,232.6,-56,12.7
897,menticirrhus,saxatilis,0.33,0.7,GMEX,26,high,56.7,54.5,-35.3,22.5
898,menticirrhus,saxatilis,0.33,0.7,GMEX,85,medium,82.4,96.7,-94.1,3.6
899,merluccius,albidus,0.46,0.81,NEUS,26,low,104.7,92.7,55.9,54.3
900,merluccius,albidus,0.46,0.81,NEUS,85,medium,454.5,276,359.6,252.8
901,merluccius,bilinearis,0.51,0.73,East_canada,26,low,133.5,106.5,10.4,20.7
902,merluccius,bilinearis,0.51,0.73,East_canada,85,low,592.6,246.2,-2.6,36.1
903,merluccius,productus,0.62,0.93,GOA,26,low,281.8,208.8,21.9,18.3
904,merluccius,productus,0.62,0.93,GOA,85,low,1175.3,264.2,100.7,53.6
905,metacarcinus,magister,0.57,0.95,GOA,26,medium,168.4,203.3,231.2,434.1
906,metacarcinus,magister,0.57,0.95,GOA,85,high,785.1,738.1,10650.2,34516.8
907,metridium,farcimen,0.3,0.13,GOA,26,low,90.1,82.9,18.1,11.2
908,metridium,farcimen,0.3,0.13,GOA,85,low,374.6,163.2,80.4,29.9
909,microgadus,proximus,0.35,0.88,West_USA,26,low,332.3,250,24.5,21.4
910,microgadus,proximus,0.35,0.88,West_USA,85,low,1671.2,370.9,158.4,91.8
911,micropogonias,undulatus,0.55,0.93,SEUS,26,medium,29.9,23,-8.3,13.2
912,micropogonias,undulatus,0.55,0.93,SEUS,85,high,286.1,278.4,300.1,303.2
913,micropogonias,undulatus,0.55,0.93,GMEX,26,low,30.9,20.2,38.3,42.2
914,micropogonias,undulatus,0.55,0.93,GMEX,85,low,102.8,43.2,513.7,374
915,microstomus,pacificus,0.58,0.34,GOA,26,low,258.1,170.3,9.1,8.8
916,microstomus,pacificus,0.58,0.34,GOA,85,low,880.9,134.4,7.1,21.7
917,modiolus,modiolus,0.19,0.91,EBS,26,low,63.3,42.1,-31.1,42.4
